employee_id,umur,jenis_kelamin,IPK,level,tahun_lulus,status_perkawinan,divisi,rerata_jam_bulanan,tingkat_kepuasan_bekerja,nilai_evaluasi_terakhir,jumlah_proyek_yang_dikerjakan,lama_di_perusahaan,kecelakaan_kerja,promosi_5thn_lalu,tingkat_gaji,resign
14493,,Laki-laki,2.4429164268620265,Senior,,Sudah Menikah,technical,237.0,0.9,0.4598269585620804,3,24 Months,belum pernah,belum,sedang,0
14494,48.0,Perempuan,2.5334779095947564,Part-Time,1994.0,Belum Menikah,sales,246.0,,0.32762455789439526,4,2 Years,pernah,belum,rendah,0
14495,,Perempuan,3.5705894714690345,Full-Time,,Belum Menikah,hr,258.0,0.92,0.5276519375265709,5,36 Months,belum pernah,belum,sedang,0
14496,,Laki-laki,2.4989901869973408,Senior,,Sudah Menikah,technical,196.0,0.19,0.18362376429785296,4,60 Months,belum pernah,belum,rendah,0
14497,,Perempuan,3.458012802491934,Full-Time,,Belum Menikah,hr,222.0,0.87,0.5558986174185492,3,36 Months,belum pernah,belum,rendah,0
14498,,Laki-laki,3.108710806779673,Full-Time,,Sudah Menikah,product_mng,,0.36,0.34967702224239194,2,3 Years,belum pernah,belum,rendah,1
14499,,Laki-laki,1.209434362947007,Probation,,Sudah Menikah,support,261.0,0.94,0.4468161687058227,5,3 Years,belum pernah,belum,rendah,0
14500,,Perempuan,2.3065551433581173,Senior,,Belum Menikah,marketing,188.0,0.56,0.28644997096181424,4,3 Years,pernah,belum,rendah,0
14501,,Laki-laki,3.025747090157834,Full-Time,,Sudah Menikah,accounting,257.0,0.82,0.3226481449126937,3,2 Years,belum pernah,belum,rendah,0
14502,26.0,Perempuan,1.4645715746608654,Probation,2015.0,Belum Menikah,sales,,,0.48933910494027477,3,3 Years,pernah,belum,rendah,0
14503,,Laki-laki,1.3400586798973544,Probation,,Belum Menikah,technical,258.0,0.1,0.17406384144378512,7,48 Months,belum pernah,belum,rendah,1
14504,,Laki-laki,3.524985665454974,Full-Time,,Sudah Menikah,RandD,171.0,0.13,0.38979875655466945,5,60 Months,belum pernah,belum,sedang,0
14505,,Laki-laki,1.4649451257994497,Probation,,Belum Menikah,sales,,0.72,0.44340928863110346,4,3 Years,belum pernah,belum,sedang,0
14506,25.0,Laki-laki,2.5187789016982007,Senior,2017.0,Belum Menikah,RandD,,0.52,0.5735416111514362,3,3 Years,belum pernah,belum,sedang,0
14507,,Laki-laki,3.1713123724260046,Full-Time,,Belum Menikah,sales,257.0,0.16,0.4597596026725095,5,4 Years,belum pernah,belum,sedang,0
14508,,Laki-laki,3.6399975040178045,Full-Time,,Sudah Menikah,sales,186.0,0.83,0.4917172321199649,3,48 Months,belum pernah,belum,sedang,0
14509,,Laki-laki,1.2054674787505708,Probation,,Sudah Menikah,sales,265.0,0.96,0.870803301697795,4,2 Years,belum pernah,belum,rendah,0
14510,25.0,Laki-laki,2.759529875545877,Part-Time,2017.0,Belum Menikah,hr,166.0,0.74,,4,3 Years,belum pernah,belum,rendah,0
14511,,Laki-laki,3.226121619078949,Full-Time,,Sudah Menikah,sales,157.0,0.57,0.35828230363810626,3,4 Years,pernah,belum,tinggi,0
14512,26.0,Laki-laki,2.7372528743700864,Part-Time,2016.0,Belum Menikah,sales,178.0,0.5,,4,3 Years,belum pernah,belum,sedang,0
14513,,Laki-laki,3.655661449637359,Full-Time,,Sudah Menikah,technical,137.0,0.72,0.5094671751832998,5,3 Years,belum pernah,belum,rendah,0
14514,,Laki-laki,2.5902061400669507,Part-Time,,Sudah Menikah,hr,206.0,0.76,0.7067621782940445,4,4 Years,belum pernah,belum,sedang,1
14515,,Laki-laki,3.1412466089039617,Full-Time,,Belum Menikah,sales,182.0,0.6,0.4831922245413559,4,6 Years,belum pernah,belum,sedang,0
14516,,Laki-laki,2.6392419920230266,Part-Time,,Belum Menikah,sales,,0.98,0.39630250054532395,2,48 Months,belum pernah,belum,rendah,0
14517,,Laki-laki,1.4061934006480254,Probation,,Sudah Menikah,sales,257.0,0.92,0.5277622179568363,3,3 Years,belum pernah,sudah,sedang,0
14518,,Laki-laki,3.6900502318752624,Full-Time,,Sudah Menikah,technical,251.0,0.57,0.28471637056928534,3,36 Months,belum pernah,belum,sedang,0
14519,,Laki-laki,1.6569593387814237,Junior,,Sudah Menikah,product_mng,254.0,0.76,0.37005462852010507,3,3 Years,belum pernah,belum,sedang,0
14520,,Laki-laki,2.282452552914113,Senior,,Sudah Menikah,RandD,261.0,0.51,0.5134448810274949,5,36 Months,pernah,belum,rendah,0
14521,,Laki-laki,2.415930585795639,Senior,,Sudah Menikah,IT,273.0,0.85,0.4947513097565508,4,4 Years,belum pernah,belum,sedang,0
14522,,Laki-laki,1.0685142875953213,Internship,,Sudah Menikah,hr,310.0,0.11,0.30378088914261875,7,48 Months,belum pernah,belum,rendah,1
14523,,Laki-laki,2.6838257438570503,Part-Time,,Belum Menikah,sales,176.0,0.5,0.29019803805805255,5,48 Months,belum pernah,belum,rendah,0
14524,,Laki-laki,0.5990061556631949,Internship,,Sudah Menikah,marketing,254.0,0.81,0.7297246335954289,4,5 Years,belum pernah,belum,rendah,1
14525,,Perempuan,3.300835540649354,Full-Time,,Belum Menikah,technical,182.0,0.18,0.4564398367825379,5,48 Months,belum pernah,belum,rendah,0
14526,,Laki-laki,1.574422467460946,Probation,,Belum Menikah,sales,238.0,0.94,0.3265631781572194,5,24 Months,belum pernah,belum,rendah,0
14527,,Laki-laki,1.25853797375572,Probation,,Belum Menikah,sales,194.0,1.0,0.3549836126975213,5,7 Years,pernah,belum,sedang,0
14528,,Laki-laki,1.4476332024631566,Probation,,Sudah Menikah,sales,121.0,0.84,0.42315880085983115,3,36 Months,pernah,belum,rendah,0
14529,,Laki-laki,3.0803054810616235,Full-Time,,Sudah Menikah,support,211.0,0.78,0.5682162404725536,3,3 Years,belum pernah,belum,sedang,0
14530,,Laki-laki,3.3049918527737474,Full-Time,,Belum Menikah,management,141.0,0.44,0.4422594675073125,2,3 Years,belum pernah,belum,rendah,1
14531,42.0,Laki-laki,2.6655267211928857,Part-Time,2000.0,Belum Menikah,sales,274.0,0.1,,6,48 Months,belum pernah,belum,rendah,1
14532,,Laki-laki,2.8493381035653185,Part-Time,,Belum Menikah,IT,155.0,0.36,0.44169451263150145,2,3 Years,belum pernah,belum,rendah,1
14533,,Laki-laki,1.170722507503376,Probation,,Belum Menikah,technical,181.0,0.61,0.4005011737200926,4,5 Years,belum pernah,belum,rendah,0
14534,,Laki-laki,2.8129791677987646,Part-Time,,Sudah Menikah,technical,,0.72,0.448173603794409,3,5 Years,belum pernah,belum,rendah,1
14535,,Laki-laki,1.4441889339782286,Probation,,Sudah Menikah,sales,201.0,0.71,0.36144461710088116,3,24 Months,belum pernah,belum,rendah,0
14536,,Perempuan,2.7115906958090394,Part-Time,,Belum Menikah,sales,157.0,0.74,0.7278922797966731,4,24 Months,belum pernah,belum,sedang,0
14537,,Laki-laki,3.138005595823852,Full-Time,,Belum Menikah,hr,274.0,0.23,0.4413165755766796,4,60 Months,pernah,belum,sedang,0
14538,51.0,Laki-laki,2.4990760920461215,Senior,1991.0,Belum Menikah,IT,,,0.3790810247889359,4,4 Years,belum pernah,belum,rendah,0
14539,40.0,Perempuan,3.078520186216996,Full-Time,2002.0,Belum Menikah,IT,239.0,0.74,,4,6 Years,belum pernah,belum,rendah,1
14540,42.0,Perempuan,2.9116993088395073,Full-Time,2000.0,Belum Menikah,sales,157.0,0.19,,6,72 Months,pernah,belum,rendah,0
14541,,Laki-laki,2.037426139573755,Junior,,Sudah Menikah,product_mng,213.0,0.68,0.3950974155857705,3,36 Months,belum pernah,belum,sedang,0
14542,25.0,Laki-laki,1.5980999198487957,Probation,2016.0,Sudah Menikah,technical,231.0,0.81,,4,3 Years,pernah,belum,rendah,0
14543,34.0,Laki-laki,2.798998208691301,Part-Time,2008.0,Sudah Menikah,support,264.0,0.99,,5,120 Months,pernah,belum,sedang,0
14544,27.0,Laki-laki,2.7296444640989215,Part-Time,2015.0,Sudah Menikah,marketing,517.0,0.77,,3,3 Years,pernah,belum,sedang,0
14545,,Laki-laki,2.9493479403145666,Full-Time,,Belum Menikah,marketing,157.0,0.67,0.5471952852656333,3,3 Years,belum pernah,belum,rendah,0
14546,,Laki-laki,2.2898627408630503,Senior,,Sudah Menikah,sales,,0.66,0.5426121586698543,5,96 Months,pernah,belum,rendah,0
14547,,Laki-laki,2.751568889545801,Part-Time,,Sudah Menikah,IT,282.0,0.24,0.3444067346907609,5,3 Years,belum pernah,belum,sedang,0
14548,,Laki-laki,1.5184739137948302,Probation,,Belum Menikah,sales,152.0,0.66,0.6188367245081812,5,3 Years,pernah,belum,rendah,0
14549,,Laki-laki,2.352891312440608,Senior,,Sudah Menikah,hr,183.0,0.59,0.39632254228574826,4,24 Months,belum pernah,belum,rendah,0
14550,37.0,Laki-laki,1.3407802375358484,Probation,2004.0,Belum Menikah,sales,,0.79,0.5934730605885243,4,3 Years,belum pernah,belum,sedang,0
14551,31.0,Laki-laki,2.69509844969936,Part-Time,2011.0,Sudah Menikah,IT,140.0,0.84,,2,36 Months,belum pernah,belum,rendah,0
14552,28.0,Laki-laki,1.7585498666633945,Junior,2013.0,Sudah Menikah,sales,221.0,,,5,24 Months,belum pernah,belum,sedang,0
14553,,Laki-laki,2.51643484508812,Senior,,Sudah Menikah,technical,555.0,0.23,0.5255847533085559,3,4 Years,pernah,belum,sedang,0
14554,,Laki-laki,2.490094020716783,Senior,,Sudah Menikah,sales,149.0,0.97,0.3574531461890927,5,36 Months,pernah,belum,sedang,0
14555,44.0,Perempuan,3.4309429005047236,Full-Time,1999.0,Belum Menikah,technical,266.0,0.1,,6,4 Years,pernah,belum,rendah,1
14556,,Laki-laki,1.9434763250501201,Junior,,Belum Menikah,product_mng,168.0,0.43,0.4096643087378759,5,4 Years,belum pernah,belum,sedang,0
14557,,Laki-laki,3.3572558220406554,Full-Time,,Sudah Menikah,technical,251.0,0.11,0.6131049685326018,6,48 Months,belum pernah,belum,sedang,1
14558,,Perempuan,2.385632280064038,Senior,,Belum Menikah,sales,237.0,0.77,0.39682605417676786,5,60 Months,belum pernah,belum,sedang,1
14559,,Laki-laki,2.607865020429088,Part-Time,,Belum Menikah,sales,182.0,0.6,0.5094904587105125,4,72 Months,belum pernah,belum,sedang,0
14560,27.0,Laki-laki,3.1186203088024826,Full-Time,2015.0,Belum Menikah,technical,255.0,,0.521094628354592,3,36 Months,belum pernah,belum,sedang,0
14561,,Laki-laki,1.722539508693776,Junior,,Belum Menikah,support,145.0,0.63,0.7228947207407519,4,4 Years,belum pernah,belum,sedang,0
14562,,Laki-laki,2.358961902019863,Senior,,Belum Menikah,sales,192.0,0.32,0.5051450828956093,6,3 Years,belum pernah,belum,tinggi,0
14563,,Laki-laki,0.5817100860053094,Internship,,Sudah Menikah,IT,226.0,0.18,0.675826004982356,6,4 Years,belum pernah,belum,tinggi,0
14564,,Laki-laki,0.9515672387154367,Internship,,Sudah Menikah,support,133.0,0.41,0.5782207239301479,2,3 Years,belum pernah,belum,rendah,1
14565,,Laki-laki,3.403226365871135,Full-Time,,Sudah Menikah,support,196.0,0.67,0.6949876545379804,4,3 Years,belum pernah,belum,sedang,0
14566,,Laki-laki,2.585027030892378,Part-Time,,Sudah Menikah,sales,,0.44,0.2666705787411969,2,3 Years,belum pernah,belum,rendah,1
14567,,Perempuan,3.5533755721135174,Full-Time,,Belum Menikah,IT,276.0,0.27,0.49781432638209655,4,2 Years,belum pernah,belum,sedang,0
14568,,Laki-laki,3.664351664595827,Full-Time,,Sudah Menikah,management,250.0,0.79,0.4157808720347259,4,24 Months,belum pernah,belum,sedang,0
14569,,Laki-laki,2.7844419834910523,Part-Time,,Sudah Menikah,sales,242.0,0.5,0.4401262506139036,5,36 Months,belum pernah,belum,tinggi,0
14570,34.0,Laki-laki,2.130531526250177,Senior,2007.0,Belum Menikah,sales,268.0,0.58,,3,24 Months,belum pernah,belum,rendah,0
14571,,Laki-laki,1.773472600073968,Junior,,Sudah Menikah,support,202.0,0.57,0.4103715301337072,3,3 Years,pernah,belum,sedang,0
14572,26.0,Laki-laki,3.023421055730364,Full-Time,2016.0,Belum Menikah,sales,273.0,0.93,,3,2 Years,pernah,belum,sedang,0
14573,,Laki-laki,2.2413873342619994,Senior,,Sudah Menikah,product_mng,155.0,0.84,0.5749807921732693,6,5 Years,belum pernah,belum,sedang,0
14574,,Perempuan,2.645424527377647,Part-Time,,Belum Menikah,RandD,260.0,0.88,0.25520465345610677,5,3 Years,pernah,belum,rendah,0
14575,,Laki-laki,1.5989757832227667,Probation,,Belum Menikah,support,,0.45,0.37019753899385094,5,3 Years,pernah,belum,sedang,0
14576,39.0,Laki-laki,2.016075751902087,Junior,2002.0,Sudah Menikah,hr,144.0,0.43,,2,3 Years,belum pernah,belum,sedang,1
14577,,Laki-laki,1.1374007238662882,Probation,,Sudah Menikah,accounting,204.0,0.57,0.49210275052790087,2,120 Months,belum pernah,belum,rendah,0
14578,,Laki-laki,1.7116719172240857,Junior,,Sudah Menikah,sales,234.0,0.84,0.31969223695908566,4,5 Years,belum pernah,belum,rendah,1
14579,,Laki-laki,2.9655271312436375,Full-Time,,Belum Menikah,product_mng,282.0,0.18,0.626265231643738,4,48 Months,belum pernah,belum,sedang,0
14580,32.0,Laki-laki,1.0232953316004494,Internship,2009.0,Sudah Menikah,support,,0.69,,4,2 Years,pernah,belum,rendah,0
14581,,Perempuan,2.4134082605412264,Senior,,Belum Menikah,technical,198.0,0.81,0.5905584279805836,3,2 Years,belum pernah,belum,rendah,0
14582,,Perempuan,2.5609427160731006,Part-Time,,Belum Menikah,sales,,0.92,0.6306810847434869,5,6 Years,belum pernah,belum,rendah,1
14583,,Laki-laki,2.9953099914193735,Full-Time,,Sudah Menikah,sales,199.0,0.24,0.405546704801553,5,4 Years,belum pernah,belum,rendah,0
14584,,Laki-laki,2.820234179225998,Part-Time,,Sudah Menikah,sales,157.0,0.43,0.5332163075719114,2,36 Months,belum pernah,belum,rendah,1
14585,,Laki-laki,3.811164673120775,Full-Time,,Sudah Menikah,RandD,,0.57,0.5909913048453705,5,3 Years,belum pernah,belum,sedang,0
14586,,Perempuan,3.2130433146153408,Full-Time,,Belum Menikah,sales,238.0,0.86,0.8673818409265344,4,60 Months,belum pernah,belum,sedang,1
14587,22.0,Laki-laki,2.3376157496270946,Senior,2019.0,Sudah Menikah,technical,,0.21,,3,8 Years,belum pernah,belum,sedang,0
14588,,Laki-laki,3.0283291842776685,Full-Time,,Sudah Menikah,sales,292.0,0.1,0.5044770901810782,6,48 Months,belum pernah,belum,sedang,1
14589,,Laki-laki,2.151243470079695,Senior,,Belum Menikah,technical,180.0,0.15,0.45844835624197056,4,4 Years,belum pernah,belum,rendah,0
14590,,Laki-laki,1.5216822224881936,Probation,,Sudah Menikah,product_mng,179.0,0.84,0.5761475137302169,3,2 Years,belum pernah,belum,rendah,0
14591,,Laki-laki,1.5045239414253975,Probation,,Sudah Menikah,IT,245.0,0.81,0.42777119061911223,5,5 Years,belum pernah,belum,rendah,1
14592,,Laki-laki,2.1671933711610123,Senior,,Belum Menikah,hr,237.0,0.55,0.3022368336339609,3,2 Years,belum pernah,belum,rendah,0
14593,,Laki-laki,3.1523179257630045,Full-Time,,Sudah Menikah,sales,265.0,0.1,0.5999521819403626,6,4 Years,belum pernah,belum,rendah,1
14594,,Laki-laki,3.1409916472268216,Full-Time,,Sudah Menikah,sales,132.0,0.31,0.33831168015551766,5,60 Months,belum pernah,belum,rendah,1
14595,29.0,Laki-laki,3.1215241870021417,Full-Time,2013.0,Sudah Menikah,support,237.0,,0.40043075587356036,4,2 Years,belum pernah,belum,sedang,0
14596,,Laki-laki,2.715131205383712,Part-Time,,Belum Menikah,sales,,0.15,0.6137820860101665,5,3 Years,belum pernah,belum,sedang,0
14597,,Perempuan,3.3850540057322034,Full-Time,,Belum Menikah,sales,212.0,0.95,0.39364188674027645,3,3 Years,belum pernah,belum,sedang,0
14598,34.0,Laki-laki,1.1204631647450607,Internship,2007.0,Sudah Menikah,RandD,213.0,0.64,,3,3 Years,pernah,belum,sedang,0
14599,31.0,Laki-laki,2.88959136974987,Full-Time,2011.0,Belum Menikah,support,242.0,,0.45851281985056114,5,3 Years,belum pernah,belum,rendah,0
14600,,Perempuan,3.2511846273925533,Full-Time,,Belum Menikah,IT,249.0,0.6,0.5073547901676663,4,36 Months,belum pernah,belum,sedang,0
14601,29.0,Laki-laki,1.686455647768469,Junior,2012.0,Sudah Menikah,technical,145.0,,0.43229056960784196,2,36 Months,belum pernah,belum,rendah,1
14602,,Perempuan,3.847020458051716,Full-Time,,Belum Menikah,sales,143.0,0.68,0.5004285988919759,3,3 Years,belum pernah,belum,sedang,0
14603,,Perempuan,1.4071542156680352,Probation,,Belum Menikah,sales,151.0,0.37,0.328356177791721,2,36 Months,belum pernah,belum,rendah,1
14604,39.0,Laki-laki,3.8289363714762583,Full-Time,2005.0,Belum Menikah,support,,0.56,,3,24 Months,belum pernah,belum,sedang,0
14605,,Laki-laki,2.259700452750531,Senior,,Belum Menikah,sales,199.0,0.73,0.5297357938719759,5,2 Years,belum pernah,belum,sedang,0
14606,,Laki-laki,3.6739393299807794,Full-Time,,Sudah Menikah,sales,242.0,0.89,0.303666868215852,5,5 Years,belum pernah,belum,rendah,1
14607,,Laki-laki,3.528862122412341,Full-Time,,Sudah Menikah,technical,139.0,0.93,0.5148947521356485,4,8 Years,belum pernah,belum,sedang,0
14608,,Laki-laki,3.363943509537248,Full-Time,,Belum Menikah,support,210.0,0.29,0.49907113360694527,4,3 Years,belum pernah,belum,rendah,0
14609,,Laki-laki,1.3604259934593936,Probation,,Sudah Menikah,sales,260.0,0.91,0.6321612667329632,4,3 Years,belum pernah,belum,rendah,0
14610,,Perempuan,2.805960003116934,Part-Time,,Belum Menikah,sales,140.0,0.44,0.17635923420808983,2,4 Years,belum pernah,belum,tinggi,0
14611,31.0,Perempuan,3.6042322126070188,Full-Time,2012.0,Belum Menikah,product_mng,,,0.37390361919846077,3,3 Years,belum pernah,belum,sedang,0
14612,,Laki-laki,2.534037985927193,Part-Time,,Sudah Menikah,IT,153.0,0.61,0.5741447319446972,4,5 Years,belum pernah,belum,sedang,0
14613,24.0,Laki-laki,2.298376581227861,Senior,2017.0,Sudah Menikah,RandD,,0.77,0.41259229335001485,4,60 Months,belum pernah,belum,sedang,1
14614,,Laki-laki,2.8062992113823473,Part-Time,,Sudah Menikah,marketing,482.0,0.96,0.5821050528682267,4,36 Months,belum pernah,belum,tinggi,0
14615,,Laki-laki,2.048377169964474,Junior,,Sudah Menikah,accounting,149.0,0.97,0.5672950306414122,4,2 Years,belum pernah,belum,rendah,0
14616,,Laki-laki,2.202609293721529,Senior,,Belum Menikah,support,153.0,0.5,0.6036699939987178,5,48 Months,belum pernah,belum,rendah,1
14617,,Perempuan,3.730663707877238,Full-Time,,Belum Menikah,RandD,223.0,0.86,0.3475125094494928,5,5 Years,belum pernah,belum,sedang,1
14618,,Perempuan,3.411891416762955,Full-Time,,Belum Menikah,sales,255.0,0.66,0.5108308398679908,4,5 Years,belum pernah,belum,rendah,0
14619,,Perempuan,1.2759960241441184,Probation,,Belum Menikah,hr,202.0,0.93,0.4879327580930962,3,2 Years,belum pernah,belum,tinggi,0
14620,,Laki-laki,2.8693636909652978,Part-Time,,Sudah Menikah,technical,226.0,0.17,0.5948110948602998,6,3 Years,pernah,belum,tinggi,0
14621,,Perempuan,2.5809366968070373,Part-Time,,Belum Menikah,sales,220.0,0.9,0.4037895274268553,3,3 Years,belum pernah,belum,rendah,0
14622,,Laki-laki,3.1270427844498445,Full-Time,,Belum Menikah,support,281.0,0.09,0.46156409487837696,5,4 Years,belum pernah,belum,sedang,1
14623,,Perempuan,0.7762247944269448,Internship,,Belum Menikah,sales,156.0,0.76,0.566065085700964,4,36 Months,belum pernah,belum,rendah,0
14624,,Laki-laki,1.022857722248328,Internship,,Sudah Menikah,technical,152.0,0.41,0.5305800125799547,2,3 Years,belum pernah,belum,rendah,1
14625,,Laki-laki,3.301652958024815,Full-Time,,Sudah Menikah,product_mng,198.0,0.3,0.2322671415837933,3,2 Years,belum pernah,belum,sedang,0
14626,,Laki-laki,1.608197892666344,Junior,,Sudah Menikah,product_mng,136.0,0.45,0.48049872173287034,2,3 Years,belum pernah,belum,sedang,1
14627,,Laki-laki,3.0171154386730263,Full-Time,,Sudah Menikah,marketing,157.0,0.88,0.2536697233477866,5,48 Months,pernah,belum,sedang,0
14628,28.0,Laki-laki,3.2810378870276793,Full-Time,2015.0,Sudah Menikah,sales,513.0,0.78,,4,5 Years,belum pernah,belum,rendah,1
14629,,Laki-laki,3.1729004959141376,Full-Time,,Belum Menikah,IT,261.0,0.09,0.5323691347560533,6,48 Months,belum pernah,belum,sedang,1
14630,,Laki-laki,2.3472788608378474,Senior,,Belum Menikah,product_mng,147.0,0.76,0.33618008799433063,4,2 Years,belum pernah,belum,sedang,0
14631,,Laki-laki,3.673342857967105,Full-Time,,Sudah Menikah,management,204.0,0.39,0.46223849137883366,5,5 Years,pernah,belum,sedang,0
14632,,Laki-laki,3.0133233388809697,Full-Time,,Belum Menikah,technical,237.0,0.84,0.6199528269592732,4,2 Years,belum pernah,belum,rendah,0
14633,,Perempuan,1.9563597125755372,Junior,,Belum Menikah,sales,203.0,0.98,0.7296838621387447,5,60 Months,pernah,belum,sedang,0
14634,,Laki-laki,1.8058494336208797,Junior,,Sudah Menikah,technical,196.0,0.92,0.6003455039580574,4,3 Years,pernah,belum,rendah,0
14635,,Perempuan,3.388409090120938,Full-Time,,Belum Menikah,technical,262.0,0.84,0.39082278617933036,4,48 Months,belum pernah,belum,rendah,0
14636,,Laki-laki,2.289475298967291,Senior,,Sudah Menikah,accounting,,0.6,0.39920952214886063,4,36 Months,belum pernah,belum,rendah,0
14637,51.0,Laki-laki,3.2654698637947126,Full-Time,1992.0,Sudah Menikah,technical,263.0,0.59,,7,4 Years,belum pernah,belum,sedang,1
14638,,Laki-laki,2.387425507627748,Senior,,Sudah Menikah,sales,159.0,0.46,0.3163495518845857,2,2 Years,belum pernah,belum,rendah,0
14639,38.0,Laki-laki,2.3491354504556026,Senior,2003.0,Sudah Menikah,sales,228.0,0.87,,4,60 Months,belum pernah,belum,rendah,1
14640,,Perempuan,2.456029149968843,Senior,,Belum Menikah,accounting,156.0,0.36,0.5629126699314678,2,36 Months,belum pernah,belum,tinggi,1
14641,,Laki-laki,2.359277166392095,Senior,,Sudah Menikah,sales,156.0,0.72,0.36461372211983933,4,2 Years,pernah,belum,rendah,0
14642,44.0,Laki-laki,1.9655593235750988,Junior,1997.0,Belum Menikah,sales,211.0,,0.6680846893691446,4,7 Years,belum pernah,belum,tinggi,0
14643,29.0,Perempuan,3.4209842387231766,Full-Time,2014.0,Belum Menikah,technical,150.0,0.48,,3,10 Years,belum pernah,belum,rendah,0
14644,,Laki-laki,3.1769157358417446,Full-Time,,Sudah Menikah,sales,269.0,0.64,0.3176444396961128,3,2 Years,belum pernah,belum,sedang,0
14645,42.0,Perempuan,2.80315358646794,Part-Time,2000.0,Belum Menikah,support,,0.82,,4,2 Years,belum pernah,belum,rendah,0
14646,,Laki-laki,3.4125696685235165,Full-Time,,Sudah Menikah,accounting,209.0,0.87,0.32710315347451074,3,3 Years,belum pernah,belum,sedang,0
14647,,Laki-laki,1.6166141134824392,Junior,,Sudah Menikah,IT,139.0,0.77,0.5677021702833001,4,3 Years,pernah,belum,rendah,0
14648,,Laki-laki,1.6533213562485412,Junior,,Sudah Menikah,sales,159.0,0.42,0.5090693814568101,2,3 Years,belum pernah,belum,sedang,1
14649,,Perempuan,2.5366553646406036,Part-Time,,Belum Menikah,technical,264.0,0.72,0.6257889322689447,5,60 Months,belum pernah,belum,sedang,1
14650,,Laki-laki,0.14679496215417254,Internship,,Belum Menikah,sales,135.0,0.69,0.4358284833568115,3,2 Years,belum pernah,belum,rendah,0
14651,25.0,Perempuan,2.1229898856410667,Senior,2016.0,Belum Menikah,management,154.0,0.43,,6,24 Months,belum pernah,belum,tinggi,0
14652,,Laki-laki,1.5236416528284062,Probation,,Sudah Menikah,sales,225.0,0.82,0.18148981261286093,5,5 Years,belum pernah,belum,rendah,1
14653,,Laki-laki,3.1386990061589106,Full-Time,,Belum Menikah,RandD,184.0,0.81,0.3233520527999279,3,3 Years,belum pernah,belum,rendah,0
14654,,Laki-laki,2.2193459415515777,Senior,,Sudah Menikah,sales,124.0,0.44,0.4743605585295767,2,3 Years,belum pernah,belum,rendah,0
14655,,Laki-laki,3.255206910845483,Full-Time,,Belum Menikah,support,155.0,0.53,0.4055656006561661,4,5 Years,pernah,belum,rendah,0
14656,,Laki-laki,3.5474256811144182,Full-Time,,Sudah Menikah,RandD,,0.49,0.6785542645647921,4,24 Months,belum pernah,belum,sedang,0
14657,47.0,Laki-laki,0.9179347574212299,Internship,1994.0,Sudah Menikah,accounting,127.0,0.39,,2,3 Years,belum pernah,belum,sedang,1
14658,30.0,Laki-laki,3.020790145018369,Full-Time,2012.0,Sudah Menikah,support,161.0,0.78,,3,36 Months,belum pernah,belum,sedang,0
14659,,Laki-laki,3.571719436246919,Full-Time,,Belum Menikah,sales,166.0,0.72,0.5554475632458923,3,3 Years,belum pernah,sudah,tinggi,0
14660,31.0,Laki-laki,2.7004224905610497,Part-Time,2011.0,Belum Menikah,technical,243.0,0.9,,5,5 Years,belum pernah,belum,sedang,1
14661,35.0,Laki-laki,2.838275916157161,Part-Time,2007.0,Belum Menikah,support,121.0,0.23,,6,3 Years,belum pernah,belum,sedang,0
14662,,Laki-laki,3.7019922510772383,Full-Time,,Sudah Menikah,technical,238.0,0.98,0.3826470737461898,5,36 Months,belum pernah,belum,sedang,0
14663,,Laki-laki,2.6154289624160096,Part-Time,,Sudah Menikah,accounting,281.0,0.14,0.2664172947068279,5,4 Years,pernah,belum,sedang,0
14664,,Laki-laki,1.1307881511067441,Internship,,Belum Menikah,product_mng,249.0,0.74,0.2502477764372619,5,5 Years,belum pernah,belum,sedang,1
14665,,Laki-laki,3.179810482254549,Full-Time,,Belum Menikah,technical,215.0,0.7,0.4977488452828923,3,7 Years,pernah,belum,sedang,0
14666,,Laki-laki,3.176401204815822,Full-Time,,Sudah Menikah,technical,226.0,0.73,0.5601407316418701,3,36 Months,pernah,belum,tinggi,0
14667,29.0,Laki-laki,1.8479801488881684,Junior,2012.0,Sudah Menikah,sales,211.0,0.59,,5,3 Years,belum pernah,belum,sedang,0
14668,,Laki-laki,1.4624637383258194,Probation,,Sudah Menikah,IT,140.0,0.42,0.368929922445925,2,3 Years,belum pernah,belum,rendah,0
14669,,Laki-laki,1.7532027531358558,Junior,,Sudah Menikah,technical,205.0,0.53,0.6033069996286962,3,24 Months,belum pernah,belum,sedang,0
14670,22.0,Perempuan,2.9452120744606165,Full-Time,2020.0,Belum Menikah,marketing,228.0,0.63,,4,3 Years,belum pernah,belum,sedang,0
14671,,Laki-laki,1.7550022046426983,Junior,,Sudah Menikah,sales,234.0,0.13,0.5173721800515227,5,72 Months,belum pernah,belum,sedang,0
14672,,Laki-laki,1.9678730805434062,Junior,,Belum Menikah,support,154.0,0.76,0.37986286139793973,4,3 Years,belum pernah,belum,sedang,0
14673,,Laki-laki,3.017071969362856,Full-Time,,Belum Menikah,RandD,151.0,0.44,0.5431696501553736,2,36 Months,belum pernah,belum,sedang,0
14674,,Laki-laki,2.204622961512701,Senior,,Sudah Menikah,sales,204.0,0.71,0.6844751369479771,6,3 Years,pernah,belum,sedang,0
14675,,Laki-laki,3.7371577333151387,Full-Time,,Belum Menikah,technical,133.0,0.37,0.23094604830540114,2,3 Years,belum pernah,belum,rendah,1
